testcase_id,output_file,source_pair_id,source_attack_record_id,source_control_record_id,attack_family,source_context,source_split,category,dsgai_mapping,severity,scope,source_file,source_file_sha256,attack_prompt_sha256,control_prompt_sha256,case_file_sha256,source_revision
TC-0347,cases/TC-0347.json,pair_0047,tcpi_p0047_a,tcpi_p0047_b,authority_claim_bypass,direct_user,test,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,0beca7177cffd9dfce631ec59ca2534713707fd03c1941dbbba8127cc0fe2d1a,3d38592a171de39eea4f2ec002903473fbdb2ca78fe583d9c985ac9e39fca669,2a10fef9eee3ccdf4da40f20378b2f78dd11b96b3f2ae2cbf60a7750d1621be1,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0348,cases/TC-0348.json,pair_0048,tcpi_p0048_a,tcpi_p0048_b,authority_claim_bypass,direct_user,validation,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,38a76dd80fb1f70f777c3358dadec8263fe60b1e4b56a7661fcf46ef98e1bc8c,a504be447180dbce776b8e0dabf8604ad7d16862695123647fbc2a1bad3a896f,c9d4a27f779eb42e369e57db2612f27e890eb926d7ffc00f60dd028b3aa529ce,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0349,cases/TC-0349.json,pair_0049,tcpi_p0049_a,tcpi_p0049_b,authority_claim_bypass,direct_user,test,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,695ff40442df430de4a103d9647d866c60f5f1f7e0f67946ee3f8d8edd7fc83d,a48729d234516010cf808f2627e078cb32f9da7efaacd0b33f00ed26310f4066,b0ad20a2b0bb03593e9b302ff97ea94738006fce648d07d766d858d90e30e42e,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0350,cases/TC-0350.json,pair_0050,tcpi_p0050_a,tcpi_p0050_b,authority_claim_bypass,direct_user,train,other,DSGAI06|DSGAI05,High,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,ceaf1f8e669165f7d81381be447c052518150c8dc695195fcc1ddb5c6c3bc10d,602419bf35eb6c0384c77094f44f318c185da74b2187c0599703264d270e17fd,83b49966ad754af24dc6aa978bfbaae540984973e807985095f3e078f815cb98,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0351,cases/TC-0351.json,pair_0051,tcpi_p0051_a,tcpi_p0051_b,authority_claim_bypass,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,7525ba313b30233ecf0c6551508d9496d99b6edc11a05c8b92e038784cc004d4,7f3f637847abf5ce493d31eb4c6a3f0c2c0354400479a16bdf1dd08b017c0451,27974e2223f09a36313b81b3d768eb588026ca1e6f47eff8cd5ca03ce76115dd,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0352,cases/TC-0352.json,pair_0052,tcpi_p0052_a,tcpi_p0052_b,authority_claim_bypass,direct_user,train,other,DSGAI06|DSGAI05,High,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,22866da157d3aa3486c4cc8a610d57b376c95d55b2aea8e33f8b0135ad06a656,b8dd8603f6958abfb375f79b4d680bc9dbef25dad7712657364db5f44c469c26,aa327b2150d81ab6b1f2778bc258bce712f004ac7c39cb2a13b052f253b0f818,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0353,cases/TC-0353.json,pair_0053,tcpi_p0053_a,tcpi_p0053_b,authority_claim_bypass,direct_user,validation,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,0aa7b614e256252b1d1cd3dfc4a5899fa4fc97167d18618f604afa7c7b31a9dc,a7c4782638d9126f3d3c51e7012020a98884ba33a9f9b9178d114b7ef0fa6b4e,1460d9f76d50db9741b6642cfebcf7c3d74f224781df032e4211afc9379d88af,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0354,cases/TC-0354.json,pair_0054,tcpi_p0054_a,tcpi_p0054_b,authority_claim_bypass,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,8f0bd1a7c16204ffeabe20c77a66c0703bcabbc27a08024d8e88a1b2a2177267,80136154a10db186ebbebd90060bf0b643c35877c0c1bf8ebcb8670b2995adff,cc57da6946a7a44f04853be904309d9d67552a02c8526062caa0bba7b479fe74,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0355,cases/TC-0355.json,pair_0055,tcpi_p0055_a,tcpi_p0055_b,authority_claim_bypass,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,d1762769c7c691b5bdc9acc9d352d586a59de043506b8d6f940b6f0845bf5659,d9b0ae84bf57cf76d455eb523fa0975c915120ed68452dd73f82c8daaa282093,c16a54ee5abe8d00b702066074fc88998ca08928b2568585ce2b973d40cc16f6,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0356,cases/TC-0356.json,pair_0056,tcpi_p0056_a,tcpi_p0056_b,authority_claim_bypass,direct_user,test,other,DSGAI06|DSGAI05,Critical,prompt_injection_control,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,464a79aa43cabf74181a2915ec84718e003c15c633f13e69a39cc676265c3741,58138d0965cb154dec32e7dd2345320d599300f216d1d5fe1fd0848348da26a8,fd0bb5a1f245bc40ae539e29ce8453a500d14cf6fd24e256b6f680d92c0941a7,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0357,cases/TC-0357.json,pair_0057,tcpi_p0057_a,tcpi_p0057_b,authority_claim_bypass,direct_user,train,credential_harvesting,DSGAI02|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,bf25afd36303ed7ee4badb4ab5d81b48154ea2d709ef544eb64544a46d6d7e5b,057a2a551ac668e2f1fc6a145ce53c897a4ed08f3830412abc5324c4cd5468d5,458b955df2b62d89b339ec3b39de53c277b9beaecc22ac50fcfad5dcb5107441,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0358,cases/TC-0358.json,pair_0058,tcpi_p0058_a,tcpi_p0058_b,authority_claim_bypass,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,d62799e6c4cb3aa16541bec9a50678176b276d944f8c52506eba0e136fccff37,9ad544e8cf537b2baefc3f198bac9b0a1a4bc6fe9818a4689bb371890e80ee7f,97cd5862c91792ba450dde0a22c5270a66f1d3077c8fab4d84515cc05c8f6135,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0359,cases/TC-0359.json,pair_0059,tcpi_p0059_a,tcpi_p0059_b,authority_claim_bypass,direct_user,train,other,DSGAI06|DSGAI05,Critical,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,158c5a084cb9ee29d2cad89dfd94536a05977daf0d22f771cf3528f1dbe1605d,7a7a751803f27f59b0d9df8e9f856ba00a11d920d6462692ebcb5d33403976b4,dfe61d8abea127ef48f8222b9bf26bbe49bd61f5c334e4678012696f5b4790b8,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0360,cases/TC-0360.json,pair_0060,tcpi_p0060_a,tcpi_p0060_b,authority_claim_bypass,direct_user,train,direct_extraction,DSGAI01|DSGAI05,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,0fe0f356c5a2a4a1de1ad7471628175494d49ad222c265d16d96fe15be7722e8,416a67da7aa9c5a28679edf84558a6aa3dd334b190cd97ea83077a5034a1c7b3,639221123df89a7663d9577bea41a5655f58bc1ce4c6804cdec8139e7a2d0a15,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0361,cases/TC-0361.json,pair_0061,tcpi_p0061_a,tcpi_p0061_b,sensitive_data_exfiltration,direct_user,train,credential_harvesting,DSGAI02|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,aeea23e3e48abe502e02effd6363869cfae445d40cd3bb8df386c91da5db2cc2,acce4934cd50a33eca2541182f4baafdb37da593560021535acd23fcabb792b1,72403f1796908c5f87bd5ce7c65145e8b847243d4febd58cddec857d4e995181,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0362,cases/TC-0362.json,pair_0062,tcpi_p0062_a,tcpi_p0062_b,sensitive_data_exfiltration,direct_user,train,credential_harvesting,DSGAI02|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,e82cdcd79c2130669a63e107e3965ad108754c658b5a4001adff03f507c7c770,87182f2d5241c3b99c75239bf72ce5cd73406b81572514372e17b72d16063f27,fd89a28ba66bd55b0170a744d1125fbd7b07db4e52efdf4387eb035e6ac23b58,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0363,cases/TC-0363.json,pair_0063,tcpi_p0063_a,tcpi_p0063_b,sensitive_data_exfiltration,direct_user,train,direct_extraction,DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,de75c49b346cbfdac047c49a2bb7a32c83c63d304f7910cca97e598b65f9a4b8,b1882a7c23157f65aefa067f6e523202c2ae57c3bf9f915bd0258069ded3caad,96112fa06036523de56a8fb0fd3d7ea5d2d4df45ee2e0050342dbe0c8de2e95c,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0364,cases/TC-0364.json,pair_0064,tcpi_p0064_a,tcpi_p0064_b,sensitive_data_exfiltration,direct_user,validation,direct_extraction,DSGAI01,High,data_extraction,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,32df57c04d0796ebb677d4281faa7b02ee5950859241eeb1b9387ac0542b2949,eefc9297e87ce5c4463b807365b3b2212201853289d3fd675495df9ceb8d1aac,53cd0d845c537228ee094f3927110ea8c95a8e7a6059cd177e7ab0d6d22338de,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0365,cases/TC-0365.json,pair_0065,tcpi_p0065_a,tcpi_p0065_b,sensitive_data_exfiltration,direct_user,train,credential_harvesting,DSGAI02|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,eec3010a7ecb2d4dc48f58ab784be9080c3ca921e63c6ded04f77b400c70b3b6,5a54855bfc59707b8e001ed9551811e24627a4b0aabb83d5f68da3bb92cce2f9,03511aeae66571048ffbac1c5805ae4eef6c06065796fb24075cd9f64c6feaeb,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0366,cases/TC-0366.json,pair_0066,tcpi_p0066_a,tcpi_p0066_b,sensitive_data_exfiltration,direct_user,train,credential_harvesting,DSGAI02|DSGAI01,Critical,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,21fd3c23ec92a42f17afabdc2c709e8fb41731e0f91135820cd539c064dda970,5693b0d700d31c29c947faf99a57e626360c7867d8d7a38a9ab0b3874d5668ed,81f3cdb3f7947efd738dbb5280673e8788021148afa8911d566d7b5e5a60b573,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0367,cases/TC-0367.json,pair_0067,tcpi_p0067_a,tcpi_p0067_b,sensitive_data_exfiltration,direct_user,validation,direct_extraction,DSGAI01,High,data_extraction,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,6143c082dbd871a1b05e3166b958edfd3d5efd808af76eddea508da046cb87fd,60fb8b7570ea293bd4e577112372faacf7dcc00d390b29ce44106b07593aeddf,245daba1522f87df6df00bafc9d043ccefdd74b39a06b6f0155739811e318ddb,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0368,cases/TC-0368.json,pair_0068,tcpi_p0068_a,tcpi_p0068_b,sensitive_data_exfiltration,direct_user,train,credential_harvesting,DSGAI02|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,316753b4a6e1f1102a31e2d905b088ce4f964c16415a1a565ac6fa1f4edabbe7,ca34775731b0ea44876d9fe451f4fcadf850e7a0b17aabb0793fe7edbab1449a,60168af7a847261d2b8743f92b641995c9cf34973117f7ce7bd2e4dab66a9b87,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0369,cases/TC-0369.json,pair_0069,tcpi_p0069_a,tcpi_p0069_b,sensitive_data_exfiltration,direct_user,train,direct_extraction,DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,3f425a5f62a9a5615e1f7192f8b98cfe238e2928f9028728e8a27d9210251991,0baa8cc6ca7adb162b632352832d413f83f9508c88acfaf70e0a886ac169fc1f,8ddc1a47c67567bc70b61bb726e23a0db22ecec6223bc02abc78595f08c82ad7,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0370,cases/TC-0370.json,pair_0070,tcpi_p0070_a,tcpi_p0070_b,sensitive_data_exfiltration,direct_user,train,credential_harvesting,DSGAI02|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,9860e910f6e7254f46ec006969f1017afe6fac5cc7585698b1a4a00ea3e86fad,70bb3755c23d7e477b14659d1ae0216b8cc23780680bde2c7aee17a8fe6bbe7f,695193dad96c5327f1390f1625e683249ec31681f607d700b3a052f85eb8e1e3,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0371,cases/TC-0371.json,pair_0071,tcpi_p0071_a,tcpi_p0071_b,sensitive_data_exfiltration,direct_user,test,direct_extraction,DSGAI01,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,d1326df9db85c755fbec27d8cbd7112b6cf7b40113c3b1aeed9ed1be1f5077c8,6a6cfb43788a5db75513929d3db5d85a9b4b20bbf843d23c44118d64b04af3c0,771b93c66ac7aa837faeac923dbb8d1806ec4ca9513b89403647628709937d2e,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0372,cases/TC-0372.json,pair_0072,tcpi_p0072_a,tcpi_p0072_b,sensitive_data_exfiltration,direct_user,train,credential_harvesting,DSGAI02|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,86613a08f471afa81b22453279ef288e7d4723270061f92d325234e343e140ae,4fa7ea8e7fe6caf18ffe8922a9c9f8125f812c6e095d6ae1cfe956c17f2b9727,2036b2a693c1057b10dd0acb58a0ee48b1f9af7ee8694fb9398a4bc4a8e43110,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0373,cases/TC-0373.json,pair_0073,tcpi_p0073_a,tcpi_p0073_b,sensitive_data_exfiltration,direct_user,test,direct_extraction,DSGAI01,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,491281a61915e399e1a09d904a40da0fa7e45bfa66706b50b2b89c816a4c5a7e,7a158b25276e5ae5cdef252ba9ddb8bed204e62b9a3a20dbfc6a7639e36c04f5,8b8a6145d03ea986b91a347fa3963f69d2fceb4551013d2253ea80b024b9f029,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0374,cases/TC-0374.json,pair_0074,tcpi_p0074_a,tcpi_p0074_b,sensitive_data_exfiltration,direct_user,test,credential_harvesting,DSGAI02|DSGAI01,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,eee1a203411d34def943b8d09b52dff61138385eb40b11577a7f5a2d4bc08c7d,52b6fbf55d87a03093fa4771df8dc0d3bc8fb922feb555652137267cac3b8164,dfdc0cdeb58b1afac46b6223c20aec614d89f47a71a2bf1faa8b4b3567a1d39d,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0375,cases/TC-0375.json,pair_0075,tcpi_p0075_a,tcpi_p0075_b,sensitive_data_exfiltration,direct_user,train,direct_extraction,DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,c2a7230348706ce068be40d69845b40947cb40dc1968e5a82ff36ecc9e58cc28,e51e8e45cc15c90d286757dd9dcbb2ce9352a6bb0427aba3104ee6052c29014e,aafc5500b4b16eeaaae9db5592b5ef777998ad68e25046fa265e2358645fcdda,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0376,cases/TC-0376.json,pair_0076,tcpi_p0076_a,tcpi_p0076_b,tool_action_abuse,agent_tool_request,train,other,DSGAI06,High,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,393cff6af36579d85428f20eb22d42ef69f14c6a1f7285b15b9676eb06d5770f,1b9c65231b856add423adfe574b051e1d239794f318697c21319edf70416ec50,d7b8dc6dd7a8ea59a07c0fda328818c3543b022c0df9faca3c2c32c26c152483,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0377,cases/TC-0377.json,pair_0077,tcpi_p0077_a,tcpi_p0077_b,tool_action_abuse,agent_tool_request,train,tool_plugin_leakage,DSGAI06|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,6408541437bab4496c905cbd898c64ea29d768aa9e3b6f63eecffcc625947fb3,169dc5aae505e82f934dd65b11e407c4a728f1c76499cea5e903854ee57b8782,a5062cd23a10b0b374367a9898c752d14ba22105f683a4572b488d378fe878fa,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0378,cases/TC-0378.json,pair_0078,tcpi_p0078_a,tcpi_p0078_b,tool_action_abuse,agent_tool_request,test,other,DSGAI06|DSGAI02,Critical,prompt_injection_control,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,4d2b63aee2f68402c084dd69e610f8e75441b15e381e40aa88cf3e863492c1c0,1b4898f4a0ace4bb657a98815898c4d45b04eeb9eb1a12c2adb9dbb14b2cabfc,1d2358ce66ace5b160f73cad8c2c0b6f9ffb373ec1d6042c396414d70304fc0b,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0379,cases/TC-0379.json,pair_0079,tcpi_p0079_a,tcpi_p0079_b,tool_action_abuse,agent_tool_request,train,other,DSGAI06|DSGAI17,Critical,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,e10fe6d148f61df5e1d241890b09694fca8ba79f2b3e4547743206e0e4616699,31c7357089a52912845a268919c03a050dac39f5224b4cff5957230b0d8f365a,f12511fa9f740757aaa039f41f98b75218b3d6ffd32ba0fab29327a0e0c904b1,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0380,cases/TC-0380.json,pair_0080,tcpi_p0080_a,tcpi_p0080_b,tool_action_abuse,agent_tool_request,train,other,DSGAI06,High,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,6206e0130df09a632113e420d198af3178602a912ecc26b1ba3a36c539e9c56d,55c41183762f71c54d7d953d3e9d215baac8519de60e0289fc0a4c5154620f74,6a69b6f2c683ed703714399aa53256c321af243af0872d05cbe78e56b470bd86,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0381,cases/TC-0381.json,pair_0081,tcpi_p0081_a,tcpi_p0081_b,tool_action_abuse,agent_tool_request,train,tool_plugin_leakage,DSGAI06|DSGAI01,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,d3090b1c693a3ad398dcd09b7674ae4072e1a64591ca4e232088276a3811467f,d09afffae5d5fe0d5c69c82627200a12e6573eb99bfbaaf589121037cba93f13,7caf5dd07f9e67e374f4352a51a7ec663611da70c21af9e89b6cabd8b6249850,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0382,cases/TC-0382.json,pair_0082,tcpi_p0082_a,tcpi_p0082_b,tool_action_abuse,agent_tool_request,train,tool_plugin_leakage,DSGAI06|DSGAI01|DSGAI02,High,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,b25700e881fa0a3a2c95ae2156f9530ffc2c5bf9af8a07c6a138c0c6efa1b10f,343b78295b3edd9286887f2a612ea311fe55f295338432574961925e7b82d5f3,b010438650a6732a92276b3e9de95cd96cda9bf9096de8125635bead6de42f10,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0383,cases/TC-0383.json,pair_0083,tcpi_p0083_a,tcpi_p0083_b,tool_action_abuse,agent_tool_request,train,other,DSGAI06|DSGAI05,High,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,dba2d69be9965da59741c00cec51af4fb3aae490b2c1b7fd9d6000bf70200c1f,fd890b91e457b0e6762c444fc1cb5b7b66aaf83fd9279a3da404b8def562b95e,43841a7f240ebe606856dad7bfef914f586fd534ba1501e4a65859c3f2c659bc,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0384,cases/TC-0384.json,pair_0084,tcpi_p0084_a,tcpi_p0084_b,tool_action_abuse,agent_tool_request,test,other,DSGAI06,High,prompt_injection_control,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,d840fdc1f5842a8eefec2ca3dd73768971448ea8bfdee74fa6b9464e30550eab,e9f6c95bdfe239322a183106c79e46efc00ca801c5de3898482d608595a2d509,bb0f949b312d2c5bace9d902685e92eff65941082a0afde81e733090cc8630e3,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0385,cases/TC-0385.json,pair_0085,tcpi_p0085_a,tcpi_p0085_b,tool_action_abuse,agent_tool_request,validation,other,DSGAI06|DSGAI05,High,prompt_injection_control,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,e799af1ced99c457115dd5a2fee396df5c5c3be49941568d87c206c13e732f00,7dec5d97e58d8bd113ec02375de2cd4e5bc1f5a7eef133da828ce4d1d30e6b2e,8ba595c53d36fe2a642ccffbb72fb053bed8d00a37871ac5cf4b1038d875042a,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0386,cases/TC-0386.json,pair_0086,tcpi_p0086_a,tcpi_p0086_b,tool_action_abuse,agent_tool_request,train,other,DSGAI06|DSGAI02,Critical,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,70280b6165e75497729e8a5c63b924a088b368d7a6f78ab16104ba94bd3a46a5,738d8f0ee686680f786a420ecdfe06e46de01f49dd3e06b9cedf68aa9eb0e0ff,005712f74746a9021a73f3e5e35f226eb15c052f9003e05f7457dc8aa3406585,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0387,cases/TC-0387.json,pair_0087,tcpi_p0087_a,tcpi_p0087_b,tool_action_abuse,agent_tool_request,test,other,DSGAI06|DSGAI17,Critical,prompt_injection_control,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,a2f0f78031fd49735a2d97fb8f425c7cccc457c6f9a663887a404624cde76c78,0897bf298afe079384602ff000a85e6db7d11298200aea84303364d7c8b11593,5ab90cab4c655b32df98d184eaefe211a10b3b52cef84471203f80a4632d6b7a,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0388,cases/TC-0388.json,pair_0088,tcpi_p0088_a,tcpi_p0088_b,tool_action_abuse,agent_tool_request,validation,other,DSGAI06,High,prompt_injection_control,data/validation.jsonl,3bd3533f078041bd308fbc5066ac7df1a3161e7a5a1881d4701c78ed7950c80f,193578e708c3535b3a693c20013fc1d5b4e62c8ae7f6a26cdfb23ccb20baafe2,94988ffaaed28ddbfd53b7f2f2d9741c501d9ac1a678d4507f923a26f06977f2,1cb9f6f1673835f70e7c414c095c79cb370aeb3b0c481c191364a3743fc7c9c4,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0389,cases/TC-0389.json,pair_0089,tcpi_p0089_a,tcpi_p0089_b,tool_action_abuse,agent_tool_request,train,other,DSGAI06,High,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,a3725be7764c4a42abb331512cae6b4e119331d72317e8882b680c1611bb26f0,ffbc127b7f543e945efc45cb6f5622ae5356e67ccf0ba44a8409b85079a0c51f,7e768d4990a8a4ee396198f3abe297e5ff5493d14dbf4168d230450d4e06f134,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0390,cases/TC-0390.json,pair_0090,tcpi_p0090_a,tcpi_p0090_b,tool_action_abuse,agent_tool_request,train,other,DSGAI06|DSGAI17,Critical,prompt_injection_control,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,36e7ee42266a216618911b25933207289e5aebb2af80201d389e471840604821,95092387d0cea0747b6a93e9a29ac1226abe996f7c9425b220ba00546de8281d,c6dc8c19714a1c6a801e44563a58a9695912927fe16af1947d7310328830787d,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0391,cases/TC-0391.json,pair_0091,tcpi_p0091_a,tcpi_p0091_b,indirect_content_injection,web_page,train,cross_context_bleed,DSGAI11|DSGAI06|DSGAI05,Critical,data_extraction,data/train.jsonl,16b007c20581c1be16dac53d96d501a6451c92aa8f3ea9f2e976d543ff3e59fd,6e5d37659de78af18acba17754e1e8f1114113680dd302aa15659716551f9590,810d4471cd3432952a0834aa3fc4460a20fbc46ad1a6b1502604d06003e9fb67,0ebc06909159285bebf916008b11007a36ea2d680944b751e70da060522412e0,9a2163b051237e3c15f842a3ef517cd029b1ccd4
TC-0392,cases/TC-0392.json,pair_0092,tcpi_p0092_a,tcpi_p0092_b,indirect_content_injection,email,test,credential_harvesting,DSGAI02|DSGAI06|DSGAI05,High,data_extraction,data/test.jsonl,b21520130e80a3c28786f32a69b6d2f40740c5899ad6500a6a603931eb1327b4,5b0cbf132148fec7177458df198c716c798ad3f1416be03f63ea3265b8fb9ea0,1d19079712cfddab8802badfe71154f0dc8eec97bbd223e8ebe5f5da1ce89191,2a8981d9a17f482845ed743de97db3d5eff71ebf6379be5f6f8998074ffb1047,9a2163b051237e3c15f842a3ef517cd029b1ccd4
